ID_POST,Sentiment,Count,positive,negative,neutre
137846509616746_991272950940760,negative,6,6,21,23
137846509616746_991272950940760,positive,23,6,21,23
137846509616746_991272950940760,neutre,21,6,21,23
137846509616746_991537640914291,negative,5,5,78,197
137846509616746_991537640914291,positive,197,5,78,197
137846509616746_991537640914291,neutre,78,5,78,197
137846509616746_991673080900747,negative,0,0,15,6
137846509616746_991673080900747,positive,6,0,15,6
137846509616746_991673080900747,neutre,15,0,15,6
137846509616746_991701837564538,negative,6,6,30,38
137846509616746_991701837564538,positive,38,6,30,38
137846509616746_991701837564538,neutre,30,6,30,38
137846509616746_992057050862350,negative,1,1,2,2
137846509616746_992057050862350,positive,2,1,2,2
137846509616746_992057050862350,neutre,2,1,2,2
137846509616746_992070837527638,negative,0,0,3,9
137846509616746_992070837527638,positive,9,0,3,9
137846509616746_992070837527638,neutre,3,0,3,9
137846509616746_992158607518861,negative,3,3,4,5
137846509616746_992158607518861,positive,5,3,4,5
137846509616746_992158607518861,neutre,4,3,4,5
137846509616746_992235450844510,negative,7,7,310,63
137846509616746_992235450844510,positive,63,7,310,63
137846509616746_992235450844510,neutre,310,7,310,63
137846509616746_992248074176581,negative,4,4,35,19
137846509616746_992248074176581,positive,19,4,35,19
137846509616746_992248074176581,neutre,35,4,35,19
137846509616746_992270714174317,negative,18,18,362,68
137846509616746_992270714174317,positive,68,18,362,68
137846509616746_992270714174317,neutre,362,18,362,68
137846509616746_992276034173785,negative,0,0,4,8
137846509616746_992276034173785,positive,8,0,4,8
137846509616746_992276034173785,neutre,4,0,4,8
137846509616746_992276050840450,negative,0,0,7,1
137846509616746_992276050840450,positive,1,0,7,1
137846509616746_992276050840450,neutre,7,0,7,1
137846509616746_992276097507112,negative,0,0,4,1
137846509616746_992276097507112,positive,1,0,4,1
137846509616746_992276097507112,neutre,4,0,4,1
137846509616746_992276114173777,negative,1,1,0,1
137846509616746_992276114173777,positive,1,1,0,1
137846509616746_992276114173777,neutre,0,1,0,1
137846509616746_992276207507101,negative,0,0,1,0
137846509616746_992276207507101,positive,0,0,1,0
137846509616746_992276207507101,neutre,1,0,1,0
137846509616746_992276267507095,negative,0,0,1,2
137846509616746_992276267507095,positive,2,0,1,2
137846509616746_992276267507095,neutre,1,0,1,2
137846509616746_992276277507094,negative,0,0,3,0
137846509616746_992276277507094,positive,0,0,3,0
137846509616746_992276277507094,neutre,3,0,3,0
137846509616746_992287557505966,negative,4,4,14,4
137846509616746_992287557505966,positive,4,4,14,4
137846509616746_992287557505966,neutre,14,4,14,4
137846509616746_992302367504485,negative,15,15,14,8
137846509616746_992302367504485,positive,8,15,14,8
137846509616746_992302367504485,neutre,14,15,14,8
137846509616746_992312790836776,negative,4,4,20,14
137846509616746_992312790836776,positive,14,4,20,14
137846509616746_992312790836776,neutre,20,4,20,14
137846509616746_992324824168906,negative,11,11,46,28
137846509616746_992324824168906,positive,28,11,46,28
137846509616746_992324824168906,neutre,46,11,46,28
137846509616746_992590250809030,negative,0,0,5,0
137846509616746_992590250809030,positive,0,0,5,0
137846509616746_992590250809030,neutre,5,0,5,0
137846509616746_992597634141625,negative,0,0,19,0
137846509616746_992597634141625,positive,0,0,19,0
137846509616746_992597634141625,neutre,19,0,19,0
137846509616746_992671167467605,negative,0,0,20,0
137846509616746_992671167467605,positive,0,0,20,0
137846509616746_992671167467605,neutre,20,0,20,0
137846509616746_992736380794417,negative,0,0,6,0
137846509616746_992736380794417,positive,0,0,6,0
137846509616746_992736380794417,neutre,6,0,6,0
137846509616746_993087764092612,negative,0,0,7,0
137846509616746_993087764092612,positive,0,0,7,0
137846509616746_993087764092612,neutre,7,0,7,0
137846509616746_993228040745251,negative,0,0,4,0
137846509616746_993228040745251,positive,0,0,4,0
137846509616746_993228040745251,neutre,4,0,4,0
137846509616746_993228347411887,negative,0,0,43,0
137846509616746_993228347411887,positive,0,0,43,0
137846509616746_993228347411887,neutre,43,0,43,0
137846509616746_993229564078432,negative,0,0,24,0
137846509616746_993229564078432,positive,0,0,24,0
137846509616746_993229564078432,neutre,24,0,24,0
137846509616746_993272310740824,negative,0,0,8,0
137846509616746_993272310740824,positive,0,0,8,0
137846509616746_993272310740824,neutre,8,0,8,0
137846509616746_994137930654262,negative,0,0,472,0
137846509616746_994137930654262,positive,0,0,472,0
137846509616746_994137930654262,neutre,472,0,472,0
137846509616746_994142940653761,negative,0,0,19,0
137846509616746_994142940653761,positive,0,0,19,0
137846509616746_994142940653761,neutre,19,0,19,0
137846509616746_994195267315195,negative,0,0,135,0
137846509616746_994195267315195,positive,0,0,135,0
137846509616746_994195267315195,neutre,135,0,135,0
137846509616746_994236357311086,negative,0,0,40,0
137846509616746_994236357311086,positive,0,0,40,0
137846509616746_994236357311086,neutre,40,0,40,0
137846509616746_994578917276830,negative,0,0,15,0
137846509616746_994578917276830,positive,0,0,15,0
137846509616746_994578917276830,neutre,15,0,15,0
137846509616746_994623973938991,negative,0,0,4,0
137846509616746_994623973938991,positive,0,0,4,0
137846509616746_994623973938991,neutre,4,0,4,0
137846509616746_994694303931958,negative,0,0,36,0
137846509616746_994694303931958,positive,0,0,36,0
137846509616746_994694303931958,neutre,36,0,36,0
137846509616746_994695240598531,negative,0,0,26,0
137846509616746_994695240598531,positive,0,0,26,0
137846509616746_994695240598531,neutre,26,0,26,0
137846509616746_994726913928697,negative,0,0,21,0
137846509616746_994726913928697,positive,0,0,21,0
137846509616746_994726913928697,neutre,21,0,21,0
137846509616746_995089250559130,negative,0,0,65,0
137846509616746_995089250559130,positive,0,0,65,0
137846509616746_995089250559130,neutre,65,0,65,0
137846509616746_995131647221557,negative,0,0,4,0
137846509616746_995131647221557,positive,0,0,4,0
137846509616746_995131647221557,neutre,4,0,4,0
137846509616746_995238443877544,negative,0,0,56,0
137846509616746_995238443877544,positive,0,0,56,0
137846509616746_995238443877544,neutre,56,0,56,0
137846509616746_995568397177882,negative,0,0,112,0
137846509616746_995568397177882,positive,0,0,112,0
137846509616746_995568397177882,neutre,112,0,112,0
137846509616746_995596087175113,negative,0,0,14,0
137846509616746_995596087175113,positive,0,0,14,0
137846509616746_995596087175113,neutre,14,0,14,0
137846509616746_995618843839504,negative,0,0,18,0
137846509616746_995618843839504,positive,0,0,18,0
137846509616746_995618843839504,neutre,18,0,18,0
137846509616746_995749167159805,negative,0,0,4,0
137846509616746_995749167159805,positive,0,0,4,0
137846509616746_995749167159805,neutre,4,0,4,0
137846509616746_996143503787038,negative,0,0,30,0
137846509616746_996143503787038,positive,0,0,30,0
137846509616746_996143503787038,neutre,30,0,30,0
137846509616746_996143970453658,negative,0,0,9,0
137846509616746_996143970453658,positive,0,0,9,0
137846509616746_996143970453658,neutre,9,0,9,0
137846509616746_996164473784941,negative,0,0,40,0
137846509616746_996164473784941,positive,0,0,40,0
137846509616746_996164473784941,neutre,40,0,40,0
137846509616746_996287017106020,negative,0,0,24,0
137846509616746_996287017106020,positive,0,0,24,0
137846509616746_996287017106020,neutre,24,0,24,0
137846509616746_996640933737295,negative,0,0,34,0
137846509616746_996640933737295,positive,0,0,34,0
137846509616746_996640933737295,neutre,34,0,34,0
137846509616746_996646787070043,negative,0,0,6,0
137846509616746_996646787070043,positive,0,0,6,0
137846509616746_996646787070043,neutre,6,0,6,0
137846509616746_996755803725808,negative,0,0,67,0
137846509616746_996755803725808,positive,0,0,67,0
137846509616746_996755803725808,neutre,67,0,67,0
137846509616746_996903017044420,negative,0,0,118,0
137846509616746_996903017044420,positive,0,0,118,0
137846509616746_996903017044420,neutre,118,0,118,0
137846509616746_997286007006121,negative,0,0,39,0
137846509616746_997286007006121,positive,0,0,39,0
137846509616746_997286007006121,neutre,39,0,39,0
137846509616746_997342790333776,negative,0,0,27,0
137846509616746_997342790333776,positive,0,0,27,0
137846509616746_997342790333776,neutre,27,0,27,0
137846509616746_997383766996345,negative,0,0,27,0
137846509616746_997383766996345,positive,0,0,27,0
137846509616746_997383766996345,neutre,27,0,27,0
137846509616746_997400720327983,negative,0,0,64,0
137846509616746_997400720327983,positive,0,0,64,0
137846509616746_997400720327983,neutre,64,0,64,0
137846509616746_997430763658312,negative,0,0,251,0
137846509616746_997430763658312,positive,0,0,251,0
137846509616746_997430763658312,neutre,251,0,251,0
137846509616746_997496916985030,negative,0,0,93,0
137846509616746_997496916985030,positive,0,0,93,0
137846509616746_997496916985030,neutre,93,0,93,0
137846509616746_997498496984872,negative,0,0,42,0
137846509616746_997498496984872,positive,0,0,42,0
137846509616746_997498496984872,neutre,42,0,42,0
137846509616746_998347340233321,negative,0,0,94,0
137846509616746_998347340233321,positive,0,0,94,0
137846509616746_998347340233321,neutre,94,0,94,0
137846509616746_998348430233212,negative,0,0,3,0
137846509616746_998348430233212,positive,0,0,3,0
137846509616746_998348430233212,neutre,3,0,3,0
137846509616746_998483330219722,negative,0,0,10,0
137846509616746_998483330219722,positive,0,0,10,0
137846509616746_998483330219722,neutre,10,0,10,0
137846509616746_998504420217613,negative,0,0,47,0
137846509616746_998504420217613,positive,0,0,47,0
137846509616746_998504420217613,neutre,47,0,47,0
137846509616746_998833063518082,negative,0,0,70,0
137846509616746_998833063518082,positive,0,0,70,0
137846509616746_998833063518082,neutre,70,0,70,0
137846509616746_998869083514480,negative,0,0,12,0
137846509616746_998869083514480,positive,0,0,12,0
137846509616746_998869083514480,neutre,12,0,12,0
137846509616746_998978443503544,negative,0,0,14,0
137846509616746_998978443503544,positive,0,0,14,0
137846509616746_998978443503544,neutre,14,0,14,0
137846509616746_999352573466131,negative,0,0,10,0
137846509616746_999352573466131,positive,0,0,10,0
137846509616746_999352573466131,neutre,10,0,10,0
137846509616746_999355066799215,negative,0,0,21,0
137846509616746_999355066799215,positive,0,0,21,0
137846509616746_999355066799215,neutre,21,0,21,0
137846509616746_999356083465780,negative,0,0,3,0
137846509616746_999356083465780,positive,0,0,3,0
137846509616746_999356083465780,neutre,3,0,3,0
137846509616746_999414140126641,negative,0,0,198,0
137846509616746_999414140126641,positive,0,0,198,0
137846509616746_999414140126641,neutre,198,0,198,0
137846509616746_999476370120418,negative,0,0,6,0
137846509616746_999476370120418,positive,0,0,6,0
137846509616746_999476370120418,neutre,6,0,6,0
137846509616746_999886013412787,negative,0,0,17,0
137846509616746_999886013412787,positive,0,0,17,0
137846509616746_999886013412787,neutre,17,0,17,0
137846509616746_999889146745807,negative,0,0,229,0
137846509616746_999889146745807,positive,0,0,229,0
137846509616746_999889146745807,neutre,229,0,229,0
139594698297_10154560602008298,negative,4,4,162,293
139594698297_10154560602008298,positive,293,4,162,293
139594698297_10154560602008298,neutre,162,4,162,293
139594698297_10154560636248298,negative,4,4,47,87
139594698297_10154560636248298,positive,87,4,47,87
139594698297_10154560636248298,neutre,47,4,47,87
139594698297_10154560637303298,negative,8,8,139,155
139594698297_10154560637303298,positive,155,8,139,155
139594698297_10154560637303298,neutre,139,8,139,155
139594698297_10155380237313298,negative,4,4,54,21
139594698297_10155380237313298,positive,21,4,54,21
139594698297_10155380237313298,neutre,54,4,54,21
139594698297_10155380574783298,negative,156,156,1683,341
139594698297_10155380574783298,positive,341,156,1683,341
139594698297_10155380574783298,neutre,1683,156,1683,341
139594698297_10155381380888298,negative,1,1,95,130
139594698297_10155381380888298,positive,130,1,95,130
139594698297_10155381380888298,neutre,95,1,95,130
139594698297_10155383843023298,negative,12,12,95,33
139594698297_10155383843023298,positive,33,12,95,33
139594698297_10155383843023298,neutre,95,12,95,33
139594698297_10155394685058298,negative,10,10,52,25
139594698297_10155394685058298,positive,25,10,52,25
139594698297_10155394685058298,neutre,52,10,52,25
139594698297_10155394690988298,negative,16,16,100,46
139594698297_10155394690988298,positive,46,16,100,46
139594698297_10155394690988298,neutre,100,16,100,46
139594698297_10155395449568298,negative,23,23,163,56
139594698297_10155395449568298,positive,56,23,163,56
139594698297_10155395449568298,neutre,163,23,163,56
139594698297_10155398444933298,negative,2,2,30,9
139594698297_10155398444933298,positive,9,2,30,9
139594698297_10155398444933298,neutre,30,2,30,9
139594698297_10155399103093298,negative,9,9,82,40
139594698297_10155399103093298,positive,40,9,82,40
139594698297_10155399103093298,neutre,82,9,82,40
139594698297_10155401030508298,negative,1,1,59,19
139594698297_10155401030508298,positive,19,1,59,19
139594698297_10155401030508298,neutre,59,1,59,19
139594698297_10155401761258298,negative,5,5,38,15
139594698297_10155401761258298,positive,15,5,38,15
139594698297_10155401761258298,neutre,38,5,38,15
139594698297_10155402034373298,negative,5,5,59,22
139594698297_10155402034373298,positive,22,5,59,22
139594698297_10155402034373298,neutre,59,5,59,22
139594698297_10155402168188298,negative,19,19,108,45
139594698297_10155402168188298,positive,45,19,108,45
139594698297_10155402168188298,neutre,108,19,108,45
139594698297_10155402201373298,negative,27,27,651,137
139594698297_10155402201373298,positive,137,27,651,137
139594698297_10155402201373298,neutre,651,27,651,137
139594698297_10155402667688298,negative,17,17,90,55
139594698297_10155402667688298,positive,55,17,90,55
139594698297_10155402667688298,neutre,90,17,90,55
139594698297_10155407746758298,negative,131,131,1112,254
139594698297_10155407746758298,positive,254,131,1112,254
139594698297_10155407746758298,neutre,1112,131,1112,254
139594698297_10155408054658298,negative,8,8,157,23
139594698297_10155408054658298,positive,23,8,157,23
139594698297_10155408054658298,neutre,157,8,157,23
139594698297_10155409072678298,negative,10,10,87,27
139594698297_10155409072678298,positive,27,10,87,27
139594698297_10155409072678298,neutre,87,10,87,27
139594698297_10155409452548298,negative,4,4,62,33
139594698297_10155409452548298,positive,33,4,62,33
139594698297_10155409452548298,neutre,62,4,62,33
139594698297_10155411592413298,negative,93,93,2174,327
139594698297_10155411592413298,positive,327,93,2174,327
139594698297_10155411592413298,neutre,2174,93,2174,327
139594698297_10155412081693298,negative,12,12,126,81
139594698297_10155412081693298,positive,81,12,126,81
139594698297_10155412081693298,neutre,126,12,126,81
139594698297_10155421415058298,negative,17,17,117,43
139594698297_10155421415058298,positive,43,17,117,43
139594698297_10155421415058298,neutre,117,17,117,43
139594698297_10155422106933298,negative,13,13,110,30
139594698297_10155422106933298,positive,30,13,110,30
139594698297_10155422106933298,neutre,110,13,110,30
139594698297_10155424671838298,negative,3,3,42,8
139594698297_10155424671838298,positive,8,3,42,8
139594698297_10155424671838298,neutre,42,3,42,8
139594698297_10155428458268298,negative,6,6,74,16
139594698297_10155428458268298,positive,16,6,74,16
139594698297_10155428458268298,neutre,74,6,74,16
139594698297_10155431903113298,negative,2,2,45,12
139594698297_10155431903113298,positive,12,2,45,12
139594698297_10155431903113298,neutre,45,2,45,12
139594698297_10155432208348298,negative,0,0,33,9
139594698297_10155432208348298,positive,9,0,33,9
139594698297_10155432208348298,neutre,33,0,33,9
139594698297_10155434996893298,negative,3,3,60,24
139594698297_10155434996893298,positive,24,3,60,24
139594698297_10155434996893298,neutre,60,3,60,24
155262121312_10153379007336313,negative,1,1,15,54
155262121312_10153379007336313,positive,54,1,15,54
155262121312_10153379007336313,neutre,15,1,15,54
155262121312_10153381239261313,negative,5,5,13,22
155262121312_10153381239261313,positive,22,5,13,22
155262121312_10153381239261313,neutre,13,5,13,22
155262121312_10153381310396313,negative,2,2,3,2
155262121312_10153381310396313,positive,2,2,3,2
155262121312_10153381310396313,neutre,3,2,3,2
155262121312_10153381343596313,negative,0,0,4,28
155262121312_10153381343596313,positive,28,0,4,28
155262121312_10153381343596313,neutre,4,0,4,28
155262121312_10153383161376313,negative,0,0,8,4
155262121312_10153383161376313,positive,4,0,8,4
155262121312_10153383161376313,neutre,8,0,8,4
155262121312_10153383233321313,negative,3,3,25,22
155262121312_10153383233321313,positive,22,3,25,22
155262121312_10153383233321313,neutre,25,3,25,22
155262121312_10153385965991313,negative,1,1,1,5
155262121312_10153385965991313,positive,5,1,1,5
155262121312_10153385965991313,neutre,1,1,1,5
155262121312_10153386112296313,negative,0,0,3,8
155262121312_10153386112296313,positive,8,0,3,8
155262121312_10153386112296313,neutre,3,0,3,8
155262121312_10153388137396313,negative,0,0,1,0
155262121312_10153388137396313,positive,0,0,1,0
155262121312_10153388137396313,neutre,1,0,1,0
155262121312_10153388354291313,negative,0,0,7,8
155262121312_10153388354291313,positive,8,0,7,8
155262121312_10153388354291313,neutre,7,0,7,8
155262121312_10153389980271313,negative,8,8,17,12
155262121312_10153389980271313,positive,12,8,17,12
155262121312_10153389980271313,neutre,17,8,17,12
155262121312_10153391364341313,negative,0,0,5,2
155262121312_10153391364341313,positive,2,0,5,2
155262121312_10153391364341313,neutre,5,0,5,2
155262121312_10153393230181313,negative,4,4,27,17
155262121312_10153393230181313,positive,17,4,27,17
155262121312_10153393230181313,neutre,27,4,27,17
155262121312_10153395079001313,negative,2,2,23,1
155262121312_10153395079001313,positive,1,2,23,1
155262121312_10153395079001313,neutre,23,2,23,1
155262121312_10153395191751313,negative,1,1,14,9
155262121312_10153395191751313,positive,9,1,14,9
155262121312_10153395191751313,neutre,14,1,14,9
155262121312_10153395267171313,negative,2,2,32,32
155262121312_10153395267171313,positive,32,2,32,32
155262121312_10153395267171313,neutre,32,2,32,32
155262121312_10153398563886313,negative,1,1,5,2
155262121312_10153398563886313,positive,2,1,5,2
155262121312_10153398563886313,neutre,5,1,5,2
155262121312_10153398607841313,negative,2,2,3,1
155262121312_10153398607841313,positive,1,2,3,1
155262121312_10153398607841313,neutre,3,2,3,1
155262121312_10153398799956313,negative,0,0,3,3
155262121312_10153398799956313,positive,3,0,3,3
155262121312_10153398799956313,neutre,3,0,3,3
155262121312_10153398893251313,negative,0,0,4,10
155262121312_10153398893251313,positive,10,0,4,10
155262121312_10153398893251313,neutre,4,0,4,10
155262121312_10153405284266313,negative,0,0,5,6
155262121312_10153405284266313,positive,6,0,5,6
155262121312_10153405284266313,neutre,5,0,5,6
155262121312_10153405287031313,negative,1,1,4,4
155262121312_10153405287031313,positive,4,1,4,4
155262121312_10153405287031313,neutre,4,1,4,4
155262121312_10153406635441313,negative,5,5,18,8
155262121312_10153406635441313,positive,8,5,18,8
155262121312_10153406635441313,neutre,18,5,18,8
155262121312_10153406812926313,negative,2,2,11,3
155262121312_10153406812926313,positive,3,2,11,3
155262121312_10153406812926313,neutre,11,2,11,3
155262121312_10153406918196313,negative,1,1,8,4
155262121312_10153406918196313,positive,4,1,8,4
155262121312_10153406918196313,neutre,8,1,8,4
155262121312_10153410712466313,negative,2,2,21,16
155262121312_10153410712466313,positive,16,2,21,16
155262121312_10153410712466313,neutre,21,2,21,16
155262121312_10153410780581313,negative,14,14,59,41
155262121312_10153410780581313,positive,41,14,59,41
155262121312_10153410780581313,neutre,59,14,59,41
155262121312_10153412356811313,negative,0,0,2,3
155262121312_10153412356811313,positive,3,0,2,3
155262121312_10153412356811313,neutre,2,0,2,3
155262121312_10153412400041313,negative,2,2,15,9
155262121312_10153412400041313,positive,9,2,15,9
155262121312_10153412400041313,neutre,15,2,15,9
155262121312_10153414340681313,negative,1,1,0,1
155262121312_10153414340681313,positive,1,1,0,1
155262121312_10153414340681313,neutre,0,1,0,1
155262121312_10153414432601313,negative,2,2,4,6
155262121312_10153414432601313,positive,6,2,4,6
155262121312_10153414432601313,neutre,4,2,4,6
155262121312_10153414805176313,negative,0,0,1,11
155262121312_10153414805176313,positive,11,0,1,11
155262121312_10153414805176313,neutre,1,0,1,11
155262121312_10153416666551313,negative,0,0,3,3
155262121312_10153416666551313,positive,3,0,3,3
155262121312_10153416666551313,neutre,3,0,3,3
155262121312_10153417889836313,negative,0,0,2,1
155262121312_10153417889836313,positive,1,0,2,1
155262121312_10153417889836313,neutre,2,0,2,1
155262121312_10153418307441313,negative,1,1,15,8
155262121312_10153418307441313,positive,8,1,15,8
155262121312_10153418307441313,neutre,15,1,15,8
155262121312_10153419737646313,negative,1,1,13,13
155262121312_10153419737646313,positive,13,1,13,13
155262121312_10153419737646313,neutre,13,1,13,13
155262121312_10153420047741313,negative,1,1,9,3
155262121312_10153420047741313,positive,3,1,9,3
155262121312_10153420047741313,neutre,9,1,9,3
155262121312_10153421956571313,negative,5,5,14,7
155262121312_10153421956571313,positive,7,5,14,7
155262121312_10153421956571313,neutre,14,5,14,7
155262121312_10153422089046313,negative,6,6,15,13
155262121312_10153422089046313,positive,13,6,15,13
155262121312_10153422089046313,neutre,15,6,15,13
155262121312_10153424893981313,negative,0,0,7,4
155262121312_10153424893981313,positive,4,0,7,4
155262121312_10153424893981313,neutre,7,0,7,4
155262121312_10153425478976313,negative,1,1,7,9
155262121312_10153425478976313,positive,9,1,7,9
155262121312_10153425478976313,neutre,7,1,7,9
155262121312_10153426795511313,negative,0,0,25,121
155262121312_10153426795511313,positive,121,0,25,121
155262121312_10153426795511313,neutre,25,0,25,121
155262121312_10153430867436313,negative,1,1,12,4
155262121312_10153430867436313,positive,4,1,12,4
155262121312_10153430867436313,neutre,12,1,12,4
155262121312_10153432728926313,negative,1,1,20,14
155262121312_10153432728926313,positive,14,1,20,14
155262121312_10153432728926313,neutre,20,1,20,14
155262121312_10153432765106313,negative,2,2,21,8
155262121312_10153432765106313,positive,8,2,21,8
155262121312_10153432765106313,neutre,21,2,21,8
155262121312_10153432842226313,negative,1,1,10,2
155262121312_10153432842226313,positive,2,1,10,2
155262121312_10153432842226313,neutre,10,1,10,2
155262121312_10153432889631313,negative,1,1,6,5
155262121312_10153432889631313,positive,5,1,6,5
155262121312_10153432889631313,neutre,6,1,6,5
155262121312_10153434527451313,negative,0,0,2,10
155262121312_10153434527451313,positive,10,0,2,10
155262121312_10153434527451313,neutre,2,0,2,10
155262121312_10153434950871313,negative,2,2,6,1
155262121312_10153434950871313,positive,1,2,6,1
155262121312_10153434950871313,neutre,6,2,6,1
155262121312_10153435058916313,negative,5,5,10,21
155262121312_10153435058916313,positive,21,5,10,21
155262121312_10153435058916313,neutre,10,5,10,21
155262121312_10153435122576313,negative,4,4,33,32
155262121312_10153435122576313,positive,32,4,33,32
155262121312_10153435122576313,neutre,33,4,33,32
155262121312_10153437912001313,negative,0,0,3,3
155262121312_10153437912001313,positive,3,0,3,3
155262121312_10153437912001313,neutre,3,0,3,3
155262121312_10153438049111313,negative,2,2,7,13
155262121312_10153438049111313,positive,13,2,7,13
155262121312_10153438049111313,neutre,7,2,7,13
155262121312_10153438354656313,negative,2,2,20,2
155262121312_10153438354656313,positive,2,2,20,2
155262121312_10153438354656313,neutre,20,2,20,2
155262121312_10153440409806313,negative,0,0,2,6
155262121312_10153440409806313,positive,6,0,2,6
155262121312_10153440409806313,neutre,2,0,2,6
155262121312_10153441544146313,negative,8,8,12,5
155262121312_10153441544146313,positive,5,8,12,5
155262121312_10153441544146313,neutre,12,8,12,5
155262121312_10153443473626313,negative,0,0,6,3
155262121312_10153443473626313,positive,3,0,6,3
155262121312_10153443473626313,neutre,6,0,6,3
155262121312_10153443850376313,negative,2,2,19,16
155262121312_10153443850376313,positive,16,2,19,16
155262121312_10153443850376313,neutre,19,2,19,16
155262121312_10153443907696313,negative,0,0,4,2
155262121312_10153443907696313,positive,2,0,4,2
155262121312_10153443907696313,neutre,4,0,4,2
155262121312_10153445953776313,negative,8,8,791,31
155262121312_10153445953776313,positive,31,8,791,31
155262121312_10153445953776313,neutre,791,8,791,31
155262121312_10153447584721313,negative,1,1,9,7
155262121312_10153447584721313,positive,7,1,9,7
155262121312_10153447584721313,neutre,9,1,9,7
155262121312_10153453732271313,negative,0,0,3,3
155262121312_10153453732271313,positive,3,0,3,3
155262121312_10153453732271313,neutre,3,0,3,3
155262121312_10153457061026313,negative,2,2,5,3
155262121312_10153457061026313,positive,3,2,5,3
155262121312_10153457061026313,neutre,5,2,5,3
155262121312_10153460789301313,negative,7,7,373,19
155262121312_10153460789301313,positive,19,7,373,19
155262121312_10153460789301313,neutre,373,7,373,19
155262121312_10153466725606313,negative,1,1,7,5
155262121312_10153466725606313,positive,5,1,7,5
155262121312_10153466725606313,neutre,7,1,7,5
155262121312_10153472073906313,negative,2,2,17,12
155262121312_10153472073906313,positive,12,2,17,12
155262121312_10153472073906313,neutre,17,2,17,12
155262121312_10153474555576313,negative,1,1,10,6
155262121312_10153474555576313,positive,6,1,10,6
155262121312_10153474555576313,neutre,10,1,10,6
155262121312_10153474666571313,negative,18,18,42,47
155262121312_10153474666571313,positive,47,18,42,47
155262121312_10153474666571313,neutre,42,18,42,47
155262121312_10153476186696313,negative,2,2,2,3
155262121312_10153476186696313,positive,3,2,2,3
155262121312_10153476186696313,neutre,2,2,2,3
155262121312_10153479736046313,negative,0,0,0,2
155262121312_10153479736046313,positive,2,0,0,2
155262121312_10153479736046313,neutre,0,0,0,2
155262121312_10153483787941313,negative,2,2,2,5
155262121312_10153483787941313,positive,5,2,2,5
155262121312_10153483787941313,neutre,2,2,2,5
155262121312_10153486084836313,negative,4,4,6,7
155262121312_10153486084836313,positive,7,4,6,7
155262121312_10153486084836313,neutre,6,4,6,7
155262121312_10153486197611313,negative,14,14,589,36
155262121312_10153486197611313,positive,36,14,589,36
155262121312_10153486197611313,neutre,589,14,589,36
155262121312_10153486399686313,negative,3,3,11,8
155262121312_10153486399686313,positive,8,3,11,8
155262121312_10153486399686313,neutre,11,3,11,8
155262121312_10153486475441313,negative,0,0,8,4
155262121312_10153486475441313,positive,4,0,8,4
155262121312_10153486475441313,neutre,8,0,8,4
155262121312_10153488810181313,negative,2,2,5,5
155262121312_10153488810181313,positive,5,2,5,5
155262121312_10153488810181313,neutre,5,2,5,5
155262121312_10153488888356313,negative,14,14,21,18
155262121312_10153488888356313,positive,18,14,21,18
155262121312_10153488888356313,neutre,21,14,21,18
155262121312_10153492156861313,negative,1,1,5,3
155262121312_10153492156861313,positive,3,1,5,3
155262121312_10153492156861313,neutre,5,1,5,3
155262121312_10153492345071313,negative,1,1,4,0
155262121312_10153492345071313,positive,0,1,4,0
155262121312_10153492345071313,neutre,4,1,4,0
155262121312_10153492446326313,negative,0,0,6,6
155262121312_10153492446326313,positive,6,0,6,6
155262121312_10153492446326313,neutre,6,0,6,6
155262121312_10153494339051313,negative,0,0,6,3
155262121312_10153494339051313,positive,3,0,6,3
155262121312_10153494339051313,neutre,6,0,6,3
155262121312_10153494620246313,negative,0,0,4,0
155262121312_10153494620246313,positive,0,0,4,0
155262121312_10153494620246313,neutre,4,0,4,0
155262121312_10153496473376313,negative,0,0,1,0
155262121312_10153496473376313,positive,0,0,1,0
155262121312_10153496473376313,neutre,1,0,1,0
155262121312_10153496680681313,negative,0,0,2,3
155262121312_10153496680681313,positive,3,0,2,3
155262121312_10153496680681313,neutre,2,0,2,3
155262121312_10153498332931313,negative,1,1,5,2
155262121312_10153498332931313,positive,2,1,5,2
155262121312_10153498332931313,neutre,5,1,5,2
155262121312_10153499893206313,negative,0,0,1,0
155262121312_10153499893206313,positive,0,0,1,0
155262121312_10153499893206313,neutre,1,0,1,0
155262121312_10153500234316313,negative,3,3,4,2
155262121312_10153500234316313,positive,2,3,4,2
155262121312_10153500234316313,neutre,4,3,4,2
155262121312_10153500236596313,negative,2,2,8,3
155262121312_10153500236596313,positive,3,2,8,3
155262121312_10153500236596313,neutre,8,2,8,3
155262121312_10153500533521313,negative,3,3,46,144
155262121312_10153500533521313,positive,144,3,46,144
155262121312_10153500533521313,neutre,46,3,46,144
155262121312_10153500553881313,negative,0,0,5,2
155262121312_10153500553881313,positive,2,0,5,2
155262121312_10153500553881313,neutre,5,0,5,2
155262121312_10153502646556313,negative,4,4,7,1
155262121312_10153502646556313,positive,1,4,7,1
155262121312_10153502646556313,neutre,7,4,7,1
155262121312_10153502802146313,negative,2,2,14,11
155262121312_10153502802146313,positive,11,2,14,11
155262121312_10153502802146313,neutre,14,2,14,11
155262121312_10153506130866313,negative,2,2,5,6
155262121312_10153506130866313,positive,6,2,5,6
155262121312_10153506130866313,neutre,5,2,5,6
155262121312_10153506393161313,negative,1,1,12,38
